geometry,address
POINT (4.476529886385943 50.4074253),"49, Rue Francois Reconnu, 6061, Rue Francois Reconnu, Montignies-sur-Sambre, Hainaut, België / Belgique / Belgien"
POINT (4.4841602 50.422144),"Rue Hanoteau, 6060, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (5.554355572437557 50.6679228),"Dépot de Rocourt, 175A, Chaussée de Tongres, 4000, Chaussée de Tongres, Liège, Liège, België / Belgique / Belgien"
POINT (5.351433654268565 50.728695349999995),"Dépôt TEC d'Oreye, 86, Grand Route, 4360, Grand Route, Oreye, Liège, België / Belgique / Belgien"
POINT (3.218923837758586 51.3341614),"1, Isabellalaan, 8380, Isabellalaan, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.385301142134422 50.422063550000004),"291A, Route de Trazegnies, 6031, Route de Trazegnies, Monceau-sur-Sambre, Hainaut, België / Belgique / Belgien"
POINT (4.620667307017657 50.6715371),"4, Rue du Potier, 1348, Rue du Potier, Ottignies-Louvain-la-Neuve, Brabant wallon, België / Belgique / Belgien"
POINT (5.870143126365258 50.372563),"1, Place du Marché, 4980, Place du Marché, Trois-Ponts, Liège, België / Belgique / Belgien"
POINT (5.870143126365258 50.372563),"1, Place du Marché, 4980, Place du Marché, Trois-Ponts, Liège, België / Belgique / Belgien"
POINT (2.5997338 51.0735496),"Dorpsstraat, 8660, De Panne, West-Vlaanderen, België / Belgique / Belgien"
POINT (2.582344756096803 51.09990355),"11, Pierre Bortierplein, 8660, Pierre Bortierplein, De Panne, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.4323128 49.8398973),"Cheravoie, 6840, Neufchâteau, Luxembourg, België / Belgique / Belgien"
POINT (3.8988428 50.4078804),"Rue Alfred Defuisseaux, 7080, Frameries, Hainaut, België / Belgique / Belgien"
POINT (4.4450881 50.9044923),"Bedrijvenzone Machelen Cargo, 1830, Machelen, Vlaams-Brabant, België / Belgique / Belgien"
POINT (3.7991288 50.4257335),"Quartier de Robertmont, 7300, Boussu, Hainaut, België / Belgique / Belgien"
POINT (4.2423421 50.9549091),"Jan Stallaertstraat, 1785, Merchtem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.824551 49.6749779),"Arlon Carrefour de la Spetz, 6700, Arlon, Luxembourg, België / Belgique / Belgien"
POINT (5.824551 49.6749779),"Arlon Carrefour de la Spetz, 6700, Arlon, Luxembourg, België / Belgique / Belgien"
POINT (4.8805499 50.7329191),"Chaussée de Tirlemont, 1370, Jodoigne, Brabant wallon, België / Belgique / Belgien"
POINT (3.7771845245979163 50.6272054),"Ath, Rue de la Station, 7800, Rue de la Station, Ath, Hainaut, België / Belgique / Belgien"
POINT (5.338553983624411 50.23098105),"12, Thier des Corbeaux, 6900, Thier des Corbeaux, Marche-en-Famenne, Luxembourg, België / Belgique / Belgien"
POINT (4.545063961117348 50.19603645),"10, Rue Eglise-St-Philippe, 5600, Rue Eglise-St-Philippe, Philippeville, Namur, België / Belgique / Belgien"
POINT (4.268034362217831 50.565615449999996),"1, Parc de la Cartonnerie, 7181, Parc de la Cartonnerie, Seneffe, Hainaut, België / Belgique / Belgien"
POINT (4.326917047607594 51.0327404),"8, Koning Leopoldlaan, 2870, Koning Leopoldlaan, Willebroek, Antwerpen, België / Belgique / Belgien"
POINT (4.326917047607594 51.0327404),"8, Koning Leopoldlaan, 2870, Koning Leopoldlaan, Willebroek, Antwerpen, België / Belgique / Belgien"
POINT (4.439098146920325 51.284497900000005),"41, Bist, 2180, Bist, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.3612667 50.8399259),"Institut National Supérieur des Arts du Spectacle, 8, Rue Thérésienne - Theresianenstraat, 1000, Rue Thérésienne - Theresianenstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.4850613 50.5127163),"Ruisseau de Tavier, 4163, België / Belgique / Belgien"
POINT (1.368773 47.618515),"20, Allée du Moulin Chouard, 41260, Allée du Moulin Chouard, La Chaussée-Saint-Victor, Centre-Val de Loire, France"
POINT EMPTY,
POINT (4.621585078921191 50.661934349999996),"ROC - Rugby Ottignies Club, Boucle Odon Godart, 1348, Boucle Odon Godart, Ottignies-Louvain-la-Neuve, Brabant wallon, België / Belgique / Belgien"
POINT (4.486286209331798 50.44692295),"2, Rue de Soleilmont, 6043, Rue de Soleilmont, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.355674670779681 50.8390345),"Conservatoire royal de Bruxelles - Koninklijk Conservatorium Brussel, Rue de la Régence - Regentschapsstraat, 1000, Rue de la Régence - Regentschapsstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.355674670779681 50.8390345),"Conservatoire royal de Bruxelles - Koninklijk Conservatorium Brussel, Rue de la Régence - Regentschapsstraat, 1000, Rue de la Régence - Regentschapsstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (1.5475653 49.6146188),"Rue Battice, 76440, Forges-les-Eaux, Normandie, France"
POINT (5.8146315 50.6089396),"Grand-Rechain École, Avenue des Platanes, 4650, Avenue des Platanes, Herve, Liège, België / Belgique / Belgien"
POINT (5.0846192 51.0557978),"Molenhuizen, 3980, Tessenderlo, Limburg, België / Belgique / Belgien"
POINT (5.834890508958061 49.5627339),"61, Grand Rue, 6791, Grand Rue, Athus, Luxembourg, België / Belgique / Belgien"
POINT (5.59398844434835 50.17647815),"Résidence La Rochette, 8, Chemin du Pafy, 6980, Chemin du Pafy, La Roche-en-Ardenne, Luxembourg, België / Belgique / Belgien"
POINT (4.266925 50.9270081),"Brussegemplein, 1785, Merchtem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (3.6046162 50.618377),"Place de Thieulain, 7901, Thieulain, Hainaut, België / Belgique / Belgien"
POINT (4.316151054949495 50.7936524),"128, Langestraat, 1620, Langestraat, Drogenbos, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.316151054949495 50.7936524),"128, Langestraat, 1620, Langestraat, Drogenbos, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.557243747302113 50.59193485),"EVS Broadcast Equipment, 13, Rue du Bois Saint-Jean, 4102, Rue du Bois Saint-Jean, Seraing, Liège, België / Belgique / Belgien"
POINT (4.52747244583216 51.2087016),"Terbeke-Pluma nv, 1, Antoon van der Pluymstraat, 2160, Antoon van der Pluymstraat, Wommelgem, Antwerpen, België / Belgique / Belgien"
POINT (3.6586742498379783 50.4999487),"17, Rue des Écoles, 7321, Rue des Écoles, Blaton, Hainaut, België / Belgique / Belgien"
POINT (5.0803005 51.3312422),"Heikant, 2370, Arendonk, Antwerpen, België / Belgique / Belgien"
POINT (4.4325164 50.2517047),"Grand Place, 5650, Walcourt, Namur, België / Belgique / Belgien"
POINT (5.316692458602562 50.20432665),"14, Rue de Marlida, 6900, Rue de Marlida, Marloie, Luxembourg, België / Belgique / Belgien"
POINT (5.5617791 50.5853443),"6, Allée de la Découverte, 4000, Allée de la Découverte, Liège, Liège, België / Belgique / Belgien"
POINT (5.567146054324043 50.571899900000005),"Centre Hospitalier Universitaire de Liège (CHU), 1, Avenue Hippocrate, 4000, Avenue Hippocrate, Liège, Liège, België / Belgique / Belgien"
POINT (4.828107629297186 50.3968721),"10, Rue Léon François, 5170, Rue Léon François, Bois-de-Villers, Namur, België / Belgique / Belgien"
POINT (4.637426975482853 50.66375415),"Parc Fleming, 1348, Ottignies-Louvain-la-Neuve, Brabant wallon, België / Belgique / Belgien"
POINT (4.4271279857594905 51.197935900000004),"9, Berchemhofstraat, 2600, Berchemhofstraat, Berchem, Antwerpen, België / Belgique / Belgien"
POINT (4.502072420159987 51.068053750000004),"De Nayer blok K, 5A, Jan Pieter de Nayerlaan, 2860, Jan Pieter de Nayerlaan, Sint-Katelijne-Waver, Antwerpen, België / Belgique / Belgien"
POINT (3.8654788957612745 51.01089935),"2, Damstraat, 9230, Damstraat, Wetteren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.5338256 50.3899359),"Rue des Sablières, 6200, Châtelet, Hainaut, België / Belgique / Belgien"
POINT (4.449773208035721 50.53125915),"3, Rue Jean-Baptiste Loriaux, 6210, Rue Jean-Baptiste Loriaux, Frasnes-Lez-Gosselies, Hainaut, België / Belgique / Belgien"
POINT (3.2337731 50.7392161),"Place de Luingne - Luingneplein, 7700, Mouscron - Moeskroen, Hainaut, België / Belgique / Belgien"
POINT (5.9095207 50.2787325),"Vielsalm, Rue de la Station, 6690, Rue de la Station, Vielsalm, Luxembourg, België / Belgique / Belgien"
POINT (4.6962646 50.5616138),"AG - Association des étudiants, 2, Passage des déportés, 5030, Passage des déportés, Gembloux, Namur, België / Belgique / Belgien"
POINT (4.6962646 50.5616138),"AG - Association des étudiants, 2, Passage des déportés, 5030, Passage des déportés, Gembloux, Namur, België / Belgique / Belgien"
POINT (4.6962646 50.5616138),"AG - Association des étudiants, 2, Passage des déportés, 5030, Passage des déportés, Gembloux, Namur, België / Belgique / Belgien"
POINT (4.771666123550727 50.7951293),"1, Rue de Mollendael, 1320, Rue de Mollendael, Beauvechain, Brabant wallon, België / Belgique / Belgien"
POINT (4.771666123550727 50.7951293),"1, Rue de Mollendael, 1320, Rue de Mollendael, Beauvechain, Brabant wallon, België / Belgique / Belgien"
POINT (4.463526528893608 50.9345209),"Kazerne Majoor Housiau, 181, Martelarenstraat, 1800, Martelarenstraat, Vilvoorde, België / Belgique / Belgien"
POINT (5.889780799826834 50.49402935),"1, Avenue du Château, 4900, Avenue du Château, Spa, Liège, België / Belgique / Belgien"
POINT (6.0503379 50.6192845),"Bellmerin, 4700, Eupen, Liège, België / Belgique / Belgien"
POINT EMPTY,
POINT (3.2026074206527517 51.3370668),"Marinebasis, 1, Graaf Jansdijk, 8380, Graaf Jansdijk, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.2026074206527517 51.3370668),"Marinebasis, 1, Graaf Jansdijk, 8380, Graaf Jansdijk, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.2835976 51.1177547),"Koning Leopold I-laan, 3970, Leopoldsburg, Limburg, België / Belgique / Belgien"
POINT (5.0680661 50.9973631),"Karrestraat, 3290, Diest, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.865354578114025 50.4471549),"270, Rue de Dave, 5100, Rue de Dave, Jambes, Namur, België / Belgique / Belgien"
POINT (3.258796975897363 51.2103511),"125, Leopold Debruynestraat, 8310, Leopold Debruynestraat, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (6.182653794376748 50.46393505),"1, Lager Elsenborn Camp, 4750, Lager Elsenborn Camp, Bütgenbach, Liège, België / Belgique / Belgien"
POINT (4.463526528893608 50.9345209),"Kazerne Majoor Housiau, 181, Martelarenstraat, 1800, Martelarenstraat, Vilvoorde, België / Belgique / Belgien"
POINT (4.3569867 50.8454639),"Bruxelles-Central - Brussel-Centraal, Carrefour de l'Europe - Europakruispunt, 1000, Carrefour de l'Europe - Europakruispunt, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.34152310140454 50.894921499999995),"Atomium, Avenue de l'Atomium - Atomiumlaan, 1020, Avenue de l'Atomium - Atomiumlaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.34152310140454 50.894921499999995),"Atomium, Avenue de l'Atomium - Atomiumlaan, 1020, Avenue de l'Atomium - Atomiumlaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.7340697 50.8525411),"15, Technologielaan, 3001, Technologielaan, Heverlee, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3260971 51.0432997),"66, Breendonk-Dorp, 2870, Breendonk-Dorp, Breendonk, Antwerpen, België / Belgique / Belgien"
POINT (3.756802 50.7166278),"Quesnoit, 7890, Wodecq, Hainaut, België / Belgique / Belgien"
POINT (4.442740841956777 51.2462828),"150, Terlindenhofstraat, 2170, Terlindenhofstraat, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.470209866879948 51.001909),"Technopolis, 1, Technologielaan, 2800, Technologielaan, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.485921 51.0218283),"Hendrik Speecqvest, 2800, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.6337743 50.7867083),"St-Agathastraat, 3040, Sint-Agatha-Rode, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.113942 50.5028851),"Rempart des Arbalestriers, 7070, Le Rœulx, Hainaut, België / Belgique / Belgien"
POINT (4.865869553954081 50.43996115),"7, Avenue Parc d'Amée, 5100, Avenue Parc d'Amée, Jambes, Namur, België / Belgique / Belgien"
POINT (4.865845707793341 50.4403909),"1, Avenue Parc d'Amée, 5100, Avenue Parc d'Amée, Jambes, Namur, België / Belgique / Belgien"
POINT (4.865845707793341 50.4403909),"1, Avenue Parc d'Amée, 5100, Avenue Parc d'Amée, Jambes, Namur, België / Belgique / Belgien"
POINT (4.864342615180918 50.4409578),"72, Rue Duhainaut, 5100, Rue Duhainaut, Jambes, Namur, België / Belgique / Belgien"
POINT (3.9053241 50.4751655),"Sentier du Vicaire, 7011, Ghlin, Hainaut, België / Belgique / Belgien"
POINT (3.9570344299444615 50.45787595),"Théâtre le Manège, 1, Rue des Passages, 7000, Rue des Passages, Mons, Hainaut, België / Belgique / Belgien"
POINT EMPTY,
POINT EMPTY,
POINT (4.4569748 50.8701072),"Frans Smoldersstraat, 1932, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.4528019 50.8692776),"Sint-Stevens-Woluwe, 1932, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.458420817855489 50.86229975),"61E, Emiel Bricoutlaan, 1950, Emiel Bricoutlaan, Kraainem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.453237995140967 50.8612672),"74, Denayerstraat - Rue Denayer, 1950, Denayerstraat - Rue Denayer, Kraainem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.9106947 50.5850392),"Route de La Bruyère, 5310, Éghezée, Namur, België / Belgique / Belgien"
POINT (4.236881416111856 50.7400479),"30, Auguste Demaeghtlaan, 1500, Auguste Demaeghtlaan, Halle, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.4286923 50.8122156),"Herrmann-Debroux, Avenue Herrmann-Debroux - Herrmann-Debrouxlaan, 1160, Avenue Herrmann-Debroux - Herrmann-Debrouxlaan, Auderghem - Oudergem, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3523517 50.8644196),"70, Quai des Péniches - Akenkaai, 1000, Quai des Péniches - Akenkaai, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.808060502586205 50.456998049999996),"21, Rue Aimable Vigneron, 5020, Rue Aimable Vigneron, Flawinne, Namur, België / Belgique / Belgien"
POINT (5.523749528759645 50.62474455),"161, Rue Malgarny, 4420, Rue Malgarny, Saint-Nicolas, Liège, België / Belgique / Belgien"
POINT (5.523749528759645 50.62474455),"161, Rue Malgarny, 4420, Rue Malgarny, Saint-Nicolas, Liège, België / Belgique / Belgien"
POINT (3.531833 50.5099423),"Rue Champ Delmée, 7608, Wiers, Hainaut, België / Belgique / Belgien"
POINT (4.9479733 50.8011437),"1, Aandorenstraat, 3300, Aandorenstraat, Tienen, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.5209049 50.1503727),"Vecmont, 6986, Beausaint, Luxembourg, België / Belgique / Belgien"
POINT (4.7374798 50.8463234),"Romeinse straat, 3001, Leuven, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.437376069387755 50.8206991),"Les Semailles, 19, Drève du Prieuré - Priorijdreef, 1160, Drève du Prieuré - Priorijdreef, Auderghem - Oudergem, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.8641993 50.5907956),"Verviers-Palais, Rue de la Banque, 4800, Rue de la Banque, Verviers, Liège, België / Belgique / Belgien"
POINT (4.4443549 50.8878814),"18B, Jan Emiel Mommaertslaan, 1831, Jan Emiel Mommaertslaan, Diegem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3828903 50.840352),"95, Rue Froissart - Froissartstraat, 1040, Rue Froissart - Froissartstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.618454012093213 50.59906445),"4, Grand Place, 7900, Grand Place, Leuze-en-Hainaut, Hainaut, België / Belgique / Belgien"
POINT EMPTY,
POINT (3.645354179682621 50.52439005),"8, Porte-à-Camp, 7971, Porte-à-Camp, Basècles, Hainaut, België / Belgique / Belgien"
POINT (3.645354179682621 50.52439005),"8, Porte-à-Camp, 7971, Porte-à-Camp, Basècles, Hainaut, België / Belgique / Belgien"
POINT (3.8558486 50.4497901),"Quaregnon, Rue de la Station, 7390, Rue de la Station, Quaregnon, Hainaut, België / Belgique / Belgien"
POINT (5.459124541265917 50.35002805),"28, Rue des Crêtes, 6940, Rue des Crêtes, Durbuy, Luxembourg, België / Belgique / Belgien"
POINT (4.4319414 50.8023522),"Avenue Charle-Albert - Charle-Albertlaan, 1170, Watermael-Boitsfort - Watermaal-Bosvoorde, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.264282497576314 50.6932361),"25, Rue du Fond d'Or, 4300, Rue du Fond d'Or, Waremme, Liège, België / Belgique / Belgien"
POINT (6.1460259450114 50.26375835),"2, Schörling, 4780, Schörling, Sankt Vith, Liège, België / Belgique / Belgien"
POINT (4.46310873 50.88218355),"desmet ballestra R&D center, 187, Hoogstraat, 1930, Hoogstraat, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.5899161 50.7384824),"Tienne de la Petite Bilande, 1300, Wavre, Brabant wallon, België / Belgique / Belgien"
POINT (3.3328230512329897 50.614321700000005),"29A, Rue de la Terre à Briques, 7522, Rue de la Terre à Briques, Marquain, Hainaut, België / Belgique / Belgien"
POINT (4.4305315 50.660246),"Place de Plancenoit, 1380, Lasne, Brabant wallon, België / Belgique / Belgien"
POINT (5.73058173305127 50.508135),"École libre Aywaille-Deigné, 61, Deigné, 4920, Deigné, Aywaille, Liège, België / Belgique / Belgien"
POINT (3.8262122 50.3791564),"Rue Ropaix, 7370, Dour, Hainaut, België / Belgique / Belgien"
POINT (3.6477580714194584 50.6019111),"Prison Leuze-en-Hainaut, 1A, Avenue de l'Europe, 7900, Avenue de l'Europe, Leuze, Hainaut, België / Belgique / Belgien"
POINT (4.7485741 50.5339849),"Beuzet, Rue de la Station, 5034, Rue de la Station, Beuzet, Namur, België / Belgique / Belgien"
POINT (4.4376906 50.8218064),"25, Drève du Prieuré - Priorijdreef, 1160, Drève du Prieuré - Priorijdreef, Auderghem - Oudergem, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.397149970804566 50.6051257),"Danses et cie, 11, Place Gabrielle Petit, 7500, Place Gabrielle Petit, Tournai, Hainaut, België / Belgique / Belgien"
POINT (4.311016 50.2851328),"Grand Place, 6536, Donstiennes, Hainaut, België / Belgique / Belgien"
POINT (3.954710128247734 50.459604049999996),"20, Rue du Grand Jour, 7000, Rue du Grand Jour, Mons, Hainaut, België / Belgique / Belgien"
POINT (4.5113441 50.4167271),"Rue Sainte-Anne, 6200, Châtelet, Hainaut, België / Belgique / Belgien"
POINT (6.027364027877697 50.4261569),"Hôtel de Ville de Malmedy, 1, Rue Jules Steinbach, 4960, Rue Jules Steinbach, Malmedy, Liège, België / Belgique / Belgien"
POINT (4.3052192 50.8388497),"Place de Sainte-Adresse - Sainte-Adresseplein, 1070, Anderlecht, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.419181924980621 50.8316942),"45, Rue du Bemel - Bemelstraat, 1150, Rue du Bemel - Bemelstraat, Woluwe-Saint-Pierre - Sint-Pieters-Woluwe, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (2.9664774 50.7784316),"Cornet d'en Haut - Hoorn van Boven, 7781, Comines-Warneton - Komen-Waasten, Hainaut, België / Belgique / Belgien"
POINT (3.728416878680064 50.339249949999996),"Gare de Roisin-Autreppe, Rue de la Station, 7387, Rue de la Station, Roisin, Hainaut, België / Belgique / Belgien"
POINT (5.3416730868889495 50.9326833),"Bibliotheek Hasselt Limburg, 17, Martelarenlaan, 3500, Martelarenlaan, Hasselt, Limburg, België / Belgique / Belgien"
POINT (2.7124995584724885 50.852579750000004),"Poperinge, 8970, Poperinge, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.842860677583741 50.613950700000004),"30, Avenue du Foyer, 4820, Avenue du Foyer, Dison, Liège, België / Belgique / Belgien"
POINT (4.47511303601696 50.474490200000005),"Piron Etudes en Construction, 57, Avenue Georges Lemaître, 6041, Avenue Georges Lemaître, Gosselies, Hainaut, België / Belgique / Belgien"
POINT (3.3287007754292732 50.8598887),"33, Kleine Waregemsestraat, 8530, Kleine Waregemsestraat, Harelbeke, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.2601981 50.8932306),"Isidoor Crokaertstraat, 1731, Asse, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.093762549639424 51.24029015),"2, Sportpark, 2480, Sportpark, Dessel, Antwerpen, België / Belgique / Belgien"
POINT (5.445366386199368 49.8628901),"PharmaBelgium-Belmedis Neufchâteau, 23, Route de la Croix Corin, 6840, Route de la Croix Corin, Neufchâteau, Luxembourg, België / Belgique / Belgien"
POINT (4.3908763 51.2098121),"Vlaamsekaai, Vlaamsekaai, 2000, Vlaamsekaai, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (5.33661719442029 50.930358),"Hasselt, 3500, Hasselt, Limburg, België / Belgique / Belgien"
POINT (5.6234749 50.6972458),"4, 3ème Avenue, 4040, 3ème Avenue, Herstal, Liège, België / Belgique / Belgien"
POINT (4.492760160358497 50.402382900000006),"51, Rue Champeau, 6061, Rue Champeau, Montignies-sur-sambre, Hainaut, België / Belgique / Belgien"
POINT (4.803258888258858 50.4268842),"10, Rue de Bauw, 5020, Rue de Bauw, Malonne, Namur, België / Belgique / Belgien"
POINT (4.1398025 51.0926483),"Damputstraat, 9220, Hamme, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.852689884775465 50.5927755),"6, Avenue Gabrielle Petit, 7940, Avenue Gabrielle Petit, Brugelette, Hainaut, België / Belgique / Belgien"
POINT (4.701203383292389 50.879541450000005),"Sint-Pieterskerk, 5, Grote Markt, 3000, Grote Markt, Leuven, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.5899161 50.7384824),"Tienne de la Petite Bilande, 1300, Wavre, Brabant wallon, België / Belgique / Belgien"
POINT (5.094972855115021 50.29642015),"72, Rue d'Omalius, 5590, Rue d'Omalius, Ciney, Namur, België / Belgique / Belgien"
POINT (4.238950875379338 50.525983350000004),"Parc industriel paysager de Tyberchamps, 7180, Seneffe, Hainaut, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.5269354 50.7584593),"Bredestraat, 3090, Overijse, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3241395 50.8345448),"107, Rue Georges Moreau - Georges Moreaustraat, 1070, Rue Georges Moreau - Georges Moreaustraat, Anderlecht, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.7789434 51.1243807),"John Kennedylaan, 9042, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.2750485 51.0233485),"Heusden-Zolder, 3550, Limburg, België / Belgique / Belgien"
POINT (5.617551189517606 51.147686),"1460, Industrieterrein Kanaal-Noord, 3960, Industrieterrein Kanaal-Noord, Bree, Limburg, België / Belgique / Belgien"
POINT (4.307118230933181 50.837415899999996),"12, Rue Edmond Delcourt - Edmond Delcourtstraat, 1070, Rue Edmond Delcourt - Edmond Delcourtstraat, Anderlecht, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.299466498439376 50.83668555),"23, Rue Alphonse Demunter - Alphonse Demunterstraat, 1070, Rue Alphonse Demunter - Alphonse Demunterstraat, Anderlecht, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3620986 50.8369173),"Théâtre de la Toison d’Or, 17a-20, Avenue de la Toison d'Or - Gulden-Vlieslaan, 1050, Avenue de la Toison d'Or - Gulden-Vlieslaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.422682611192624 50.441721799999996),"1, Rue de l'Industrie, 6040, Rue de l'Industrie, Houthulst, Hainaut, België / Belgique / Belgien"
POINT (4.3732198 50.8416699),"BEUC, 80, Rue d'Arlon - Aarlenstraat, 1040, Rue d'Arlon - Aarlenstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3803736 50.843538),"DG ECFIN, 170, Rue de la Loi - Wetstraat, 1000, Rue de la Loi - Wetstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.6300481 50.6738615),"Rue Jean-Lambert Sauveur, 4040, Herstal, Liège, België / Belgique / Belgien"
POINT (5.5877547 49.7105003),"Rue de Houdemont, 6724, Houdemont, Luxembourg, België / Belgique / Belgien"
POINT (4.2519595 51.3224944),"Scheldemolenstraat, 9130, Beveren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.2519595 51.3224944),"Scheldemolenstraat, 9130, Beveren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.2519595 51.3224944),"Scheldemolenstraat, 9130, Beveren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.2519595 51.3224944),"Scheldemolenstraat, 9130, Beveren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.2519595 51.3224944),"Scheldemolenstraat, 9130, Beveren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.2519595 51.3224944),"Scheldemolenstraat, 9130, Beveren, Oost-Vlaanderen, België / Belgique / Belgien"
