geometry,address
POINT (4.229463627460602 50.2351864),"8, Rue Jean Leroy, 6500, Rue Jean Leroy, Beaumont, Hainaut, België / Belgique / Belgien"
POINT (5.741913856739182 51.046347),"Kasteel Ommerstein, 1, de Schiervellaan, 3650, de Schiervellaan, Dilsen-Stokkem, Limburg, België / Belgique / Belgien"
POINT (5.7407638491089905 51.01998055),"OCMW, 80, Arnold-Sauwenlaan, 3650, Arnold-Sauwenlaan, Dilsen-Stokkem, Limburg, België / Belgique / Belgien"
POINT (4.4726985966632515 50.87910875),"1, Hector Henneaulaan, 1930, Hector Henneaulaan, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.355606013953488 50.8789011),"Église Notre-Dame de Laeken - Onze-Lieve-Vrouwekerk van Laken, 17, Parvis Notre-Dame - Onze-Lieve-Vrouwvoorplein, 1020, Parvis Notre-Dame - Onze-Lieve-Vrouwvoorplein, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.841108 50.4559142),"Avenue de Marlagne, 5000, Namur, Namur, België / Belgique / Belgien"
POINT (5.52697628390579 50.645707200000004),"28, Chaussée Churchill, 4420, Chaussée Churchill, Saint-Nicolas, Liège, België / Belgique / Belgien"
POINT (4.438123169296404 50.25628225),"1, Rue des Ry de Ry, 5650, Rue des Ry de Ry, Walcourt, Namur, België / Belgique / Belgien"
POINT (3.2246866100069473 50.80712655),"7, Michel Vandewielestraat, 8510, Michel Vandewielestraat, Kortrijk, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.2246866100069473 50.80712655),"7, Michel Vandewielestraat, 8510, Michel Vandewielestraat, Kortrijk, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.2246866100069473 50.80712655),"7, Michel Vandewielestraat, 8510, Michel Vandewielestraat, Kortrijk, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.2246866100069473 50.80712655),"7, Michel Vandewielestraat, 8510, Michel Vandewielestraat, Kortrijk, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.2246866100069473 50.80712655),"7, Michel Vandewielestraat, 8510, Michel Vandewielestraat, Kortrijk, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.2246866100069473 50.80712655),"7, Michel Vandewielestraat, 8510, Michel Vandewielestraat, Kortrijk, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.2975525 50.8802166),"Z.1 Researchpark, 1731, Asse, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.471772213133182 51.2325696),"Bosuilstadion, 54A, Oude Bosuilbaan, 2100, Oude Bosuilbaan, Deurne, Antwerpen, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.6176094 50.6659038),"Ferme du Biéreau, 1348, Avenue du Jardin Botanique, 1348, Avenue du Jardin Botanique, Ottignies-Louvain-la-Neuve, Brabant wallon, België / Belgique / Belgien"
POINT (5.363644981981027 51.01950255),"3042, Centrum-Zuid, 3530, Centrum-Zuid, Houthalen-Helchteren, Limburg, België / Belgique / Belgien"
POINT (3.8423654742117117 51.0086457),"20, Wetterensteenweg, 9230, Wetterensteenweg, Wetteren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.159501912498908 50.833732999999995),"20, 't Vrije, 8560, 't Vrije, Moorsele, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.211345109197063 51.1264431),"53, Paterstraat, 9140, Paterstraat, Temse, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.637084782939189 50.89335715),"98, Hoenderbroekstraat, 3620, Hoenderbroekstraat, Lanaken, Limburg, België / Belgique / Belgien"
POINT (4.3746628 51.2955132),"Antwerpen-Noord, Noorderlaan, 2030, Noorderlaan, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (3.5951569518675637 51.150842850000004),"2, Bergkouter, 9950, Bergkouter, Lievegem, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.3275497 50.9309341),"Hasselt, Monseigneur Broekxplein, 3500, Monseigneur Broekxplein, Hasselt, Limburg, België / Belgique / Belgien"
POINT (5.8630245 50.180776),"Cherain École, 33a, Cherain, 6673, Cherain, Gouvy, Luxembourg, België / Belgique / Belgien"
POINT (4.4755965 50.4757512),"Avenue Jean Mermoz, 6041, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.430531447410817 50.4641844),"19, Rue des Déportés, 6041, Rue des Déportés, Gosselies, Hainaut, België / Belgique / Belgien"
POINT (4.430329497111118 50.4751778),"237, Chaussée de Nivelles, 6041, Chaussée de Nivelles, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.431004873508539 50.46477055),"15, Rue de l'Est, 6041, Rue de l'Est, Gosselies, Hainaut, België / Belgique / Belgien"
POINT (4.32374429965047 50.8585722),"2, Avenue du Sippelberg - Sippelberglaan, 1080, Avenue du Sippelberg - Sippelberglaan, Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3616931 50.8382614),"Porte de Namur - Naamsepoort, Avenue de la Toison d'Or - Gulden-Vlieslaan, 1050, Avenue de la Toison d'Or - Gulden-Vlieslaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.587159806873863 50.462765450000006),"2, Rue des Culées, 6224, Rue des Culées, Wanfercée-Baulet, Hainaut, België / Belgique / Belgien"
POINT (4.6988788 50.8772896),"Heilig-Drievuldigheidscollege, 28, Oude Markt, 3000, Oude Markt, Leuven, Vlaams-Brabant, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.451177700000001 51.05677135),"Microtron, 7, Generaal De Wittelaan, 2800, Generaal De Wittelaan, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.48328116001429 51.0355255),"Telenet, 4, Liersesteenweg, 2800, Liersesteenweg, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.427840419727748 50.4643944),"2, Faubourg de Charleroi, 6041, Faubourg de Charleroi, Gosselies, Hainaut, België / Belgique / Belgien"
POINT (4.4301757 50.4653846),"Gosselies, 6041, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.4322564 50.4690386),"Place Albert 1er, 6041, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (5.595663349975432 50.6731728),"7, Rue du Docteur Malpas, 4041, Rue du Docteur Malpas, Vottem, Liège, België / Belgique / Belgien"
POINT (4.184649891498866 51.012256300000004),"38, Hauwerstraat, 9255, Hauwerstraat, Buggenhout, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7446062221481484 50.9450922),"Sint-Bonifatiuskerk, 3, Munteplein, 9820, Munteplein, Merelbeke, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7614667970271336 51.00949005),"150, Fraterstraat, 9820, Fraterstraat, Merelbeke, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.76433851547871 51.00961835),"13, Bosdreef, 9820, Bosdreef, Merelbeke, Oost-Vlaanderen, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.6988788 50.8772896),"Heilig-Drievuldigheidscollege, 28, Oude Markt, 3000, Oude Markt, Leuven, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.544405755246694 50.478239),"7, Rue du Parc, 6220, Rue du Parc, Fleurus, Hainaut, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.157455068248898 51.16055165),"Sint-Niklaas, 9100, Sint-Niklaas, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.6308643 50.9754485),"81, Stationsstraat, 3150, Stationsstraat, Haacht, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.430531447410817 50.4641844),"19, Rue des Déportés, 6041, Rue des Déportés, Gosselies, Hainaut, België / Belgique / Belgien"
POINT (4.4373151 50.4612795),"Sushi Daily Gosselies, 16, Rue Tahon, 6041, Rue Tahon, Gosselies, Hainaut, België / Belgique / Belgien"
POINT (4.466173283859401 50.463637250000005),"Aéroport de Charleroi-Bruxelles-Sud, 12, 6041, 12, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.43017988046965 50.4704667),"64, Chaussée de Nivelles, 6041, Chaussée de Nivelles, Gosselies, Hainaut, België / Belgique / Belgien"
POINT EMPTY,
POINT (5.5276018 49.5594901),"Rue de Mageroux, 6762, Virton, Luxembourg, België / Belgique / Belgien"
POINT EMPTY,
POINT (3.937363813768898 50.8889545),"2, Aaigemdorp, 9420, Aaigemdorp, Aaigem, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.623477909488426 50.66859615),"Crêche de Herstal, 1, Avenue d'Alès, 4040, Avenue d'Alès, Herstal, Liège, België / Belgique / Belgien"
POINT (6.2988137 49.4050547),"61, Rue de Trèves, 57970, Rue de Trèves, Kœnigsmacker, Grand Est, France"
POINT (5.213097963166367 50.69997454999999),"École de Berloz, 7, Rue des Écoles, 4257, Rue des Écoles, Berloz, Liège, België / Belgique / Belgien"
POINT (5.214199755438118 50.7106036),"École de Corswarem, 4, Rue de l'Église, 4257, Rue de l'Église, Berloz, Liège, België / Belgique / Belgien"
POINT (4.420651972359714 50.4671934),"4, Rue du Grand Conty, 6041, Rue du Grand Conty, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.4288238429782085 50.47654795),"12, Rue du Grand Arbre, 6041, Rue du Grand Arbre, Charleroi, Hainaut, België / Belgique / Belgien"
POINT (4.839034887200274 50.51298865),"Place Serge Dauginet, 5080, La Bruyère, Namur, België / Belgique / Belgien"
POINT (3.5918599 50.5136268),"Péruwelz, Rue des Français, 7600, Rue des Français, Péruwelz, Hainaut, België / Belgique / Belgien"
POINT (3.1094969238812586 50.91694635),"Woonzorgcentrum De Zilverberg, 35, Knokuilstraat, 8800, Knokuilstraat, Roeselare, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.1530435 50.9348849),"Sint-Rochusstraat, 8800, Roeselare, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.7285425 50.551598),"Rue Try Baudine, 5030, Gembloux, Namur, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.862222304656223 50.54269035),"11, Rue de Dhuy, 5080, Rue de Dhuy, La Bruyère, Namur, België / Belgique / Belgien"
POINT (5.5229932 50.6509993),"Rue Branche Planchard, 4430, Ans, Liège, België / Belgique / Belgien"
POINT (5.440590290161245 50.6496745),"120, Rue de Velroux, 4460, Rue de Velroux, Grâce-Hollogne, Liège, België / Belgique / Belgien"
POINT (5.533918605968284 49.56874875),"21, Rue de la Momette, 6760, Rue de la Momette, Virton, Luxembourg, België / Belgique / Belgien"
POINT (4.061554925256674 50.8999916),"70kV Denderleeuw, 9473, Welle, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7604237730734846 51.0539308),"88, Herlegemstraat, 9070, Herlegemstraat, Destelbergen, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.6226655 50.6660925),"Boulevard Baudouin 1er, 1348, Ottignies-Louvain-la-Neuve, Brabant wallon, België / Belgique / Belgien"
POINT (5.622960843686641 50.62084515),"100, Rue du Centenaire, 4032, Rue du Centenaire, Liège, Liège, België / Belgique / Belgien"
POINT (4.7683407 51.4000579),"Antoon de Lalaingstraat, 2320, Hoogstraten, Antwerpen, België / Belgique / Belgien"
POINT (3.231169829773733 51.1610413),"61, Poelstraat, 8020, Poelstraat, Oostkamp, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.5192527 51.2547992),"Grote Haart, 3930, Hamont-Achel, Limburg, België / Belgique / Belgien"
POINT (3.300610113429734 50.84927585),"118, Kortrijksesteenweg, 8530, Kortrijksesteenweg, Harelbeke, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.3754480670370786 50.74491965),"Begraafplaats Sint-Denijs, 8554, België / Belgique / Belgien"
POINT (4.399568322053218 51.2640927),"Atlantic House, 147, Noorderlaan, 2030, Noorderlaan, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.9073064 51.1421823),"Nijverheidsstraat, 2260, Westerlo, Antwerpen, België / Belgique / Belgien"
POINT (4.931680015716093 51.13388395),"Henkel Belgium, 7, Nijverheidsstraat, 2260, Nijverheidsstraat, Westerlo, Antwerpen, België / Belgique / Belgien"
POINT (4.444627509575825 50.909881150000004),"66, Heirbaan, 1830, Heirbaan, Machelen, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3673787 50.8532266),"INAMI - RIZIV, 5/1, Avenue Galilée - Galileelaan, 1000, Avenue Galilée - Galileelaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3494172 50.8464291),"RainbowHouse Brussels, 42, Rue du Marché au Charbon - Kolenmarkt, 1000, Rue du Marché au Charbon - Kolenmarkt, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.362627 50.8518345),"Bruxelles-Congrès - Brussel-Congres, Boulevard Pachéco - Pachecolaan, 1000, Boulevard Pachéco - Pachecolaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.352515139811132 50.84671385),"Grand-Place - Grote Markt, 1000, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.9459888 50.9226391),"Erpe-Mere, 9420, Mere, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.4528019 50.8692776),"Sint-Stevens-Woluwe, 1932, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.454541774105348 50.87519155),"81, Woluweveld, 1932, Woluweveld, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.457577280736931 50.9056094),"706, 706, Brucargo, 1931, Brucargo, Machelen, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.9767394 50.5737605),"Ruisseau de Noville-les-Bois, 5380, België / Belgique / Belgien"
POINT (4.1648626 50.8085632),"Lennik, 1750, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3256552 50.0061413),"Forges Carrefour du Rond-point, Rue Vertillon, 6464, Rue Vertillon, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.325619425490933 50.024028650000005),"8, Courtil Grand Pierre, 6464, Courtil Grand Pierre, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.3169416 50.0493303),"Rue Rogier, 6460, Chimay, Hainaut, België / Belgique / Belgien"
POINT (5.9322620870477385 50.677380549999995),"7, Route Charlemagne, 4841, Route Charlemagne, Henri-Chapelle, Liège, België / Belgique / Belgien"
POINT (4.325619425490933 50.024028650000005),"8, Courtil Grand Pierre, 6464, Courtil Grand Pierre, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.3256552 50.0061413),"Forges Carrefour du Rond-point, Rue Vertillon, 6464, Rue Vertillon, Forges, Hainaut, België / Belgique / Belgien"
POINT (5.0957332 50.2849197),"Route Charlemagne, 5590, Ciney, Namur, België / Belgique / Belgien"
POINT (4.3417937 49.9887733),"de Poteaupré, 5, Rue de Poteaupré, 6464, Rue de Poteaupré, Bourlers, Hainaut, België / Belgique / Belgien"
POINT (4.325619425490933 50.024028650000005),"8, Courtil Grand Pierre, 6464, Courtil Grand Pierre, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.3420163 49.9887759),"Auberge de Poteaupré, Rue Poteaupré, 6464, Rue Poteaupré, Bourlers, Hainaut, België / Belgique / Belgien"
POINT (4.3256552 50.0061413),"Forges Carrefour du Rond-point, Rue Vertillon, 6464, Rue Vertillon, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.3256552 50.0061413),"Forges Carrefour du Rond-point, Rue Vertillon, 6464, Rue Vertillon, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.325619425490933 50.024028650000005),"8, Courtil Grand Pierre, 6464, Courtil Grand Pierre, Forges, Hainaut, België / Belgique / Belgien"
POINT (4.5209408 50.4094033),"Châtelet, Rue de la Poste, 6200, Rue de la Poste, Châtelet, Hainaut, België / Belgique / Belgien"
POINT (4.06797785663389 51.1433241),"Station Sinaai, 1, Stationswegel, 9111, Stationswegel, Belsele, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.6513712 50.6227758),"Police de Beyne-Heusay, 2, Place Joseph Dejardin, 4610, Place Joseph Dejardin, Beyne-Heusay, Liège, België / Belgique / Belgien"
POINT (5.6563434973632445 50.618613249999996),"CPAS Beyne Heusay, 64, Avenue de la Gare, 4610, Avenue de la Gare, Beyne-Heusay, Liège, België / Belgique / Belgien"
POINT (5.6152737 50.6625273),"Rue de Vottem, 4040, Herstal, Liège, België / Belgique / Belgien"
POINT EMPTY,
POINT (5.696446004305085 50.69611085),"19, Rue de Saint-Remy, 4600, Rue de Saint-Remy, Visé, Liège, België / Belgique / Belgien"
POINT (3.71080494219295 51.03609455),"Gent-Sint-Pieters, 1, Koningin Maria Hendrikaplein, 9000, Koningin Maria Hendrikaplein, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.337961880532383 50.8999144),"Brussels Expo, 1, Place de Belgique - Belgiëplein, 1020, Place de Belgique - Belgiëplein, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3138458 50.8677439),"33, Avenue Charles-Quint - Keizer Karellaan, 1083, Avenue Charles-Quint - Keizer Karellaan, Ganshoren, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.355150790166957 50.84847125),"Théâtre Royal des Galeries, Galerie du Roi - Koningsgalerij, 1000, Galerie du Roi - Koningsgalerij, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.389566412820516 50.8220832),"263F, Boulevard Général Jacques - Generaal Jacqueslaan, 1050, Boulevard Général Jacques - Generaal Jacqueslaan, Ixelles - Elsene, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.6655045 50.8948663),"Lanaken Pietersheim, Koning Albertlaan, 3620, Koning Albertlaan, Lanaken, Limburg, België / Belgique / Belgien"
POINT (3.6409218 50.9583846),"Isidoor Van Kerrebroeckstraat, 9810, Nazareth, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.630248412123012 50.6049067),"17, Rue Boden, 4051, Rue Boden, Chaudfontaine, Liège, België / Belgique / Belgien"
POINT (5.633120653177831 50.60615955),"8, Rue Joseph-Jean Merlot, 4051, Rue Joseph-Jean Merlot, Chaudfontaine, Liège, België / Belgique / Belgien"
POINT (3.8131833 50.412254),"Fosse Vedette, 7301, Boussu, Hainaut, België / Belgique / Belgien"
POINT (4.976996850129503 50.74726135),"2, Rue Armand Dewolf, 1357, Rue Armand Dewolf, Hélécine, Brabant wallon, België / Belgique / Belgien"
POINT (3.8731040535437895 50.9983603),"Wetteren, 9230, Wetteren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.2173319423431397 51.1851816),"88, Baron de Serretstraat, 8200, Baron de Serretstraat, Sint-Michiels, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.400485772742064 50.857389350000005),"44, Rue Henri Chomé - Henri Choméstraat, 1030, Rue Henri Chomé - Henri Choméstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.0140237572880233 50.97453435),"Gemeentehuis Staden, 2, Marktplaats, 8840, Marktplaats, Staden, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.146374866666667 50.995215),"47, Hogeweg, 9280, Hogeweg, Lebbeke, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.536551039034164 51.068557),"4, Katelijnestraat, 2860, Katelijnestraat, Sint-Katelijne-Waver, Antwerpen, België / Belgique / Belgien"
POINT (4.394548034300435 51.2727253),"15, Schomhoeveweg, 2030, Schomhoeveweg, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (3.7040176493204897 51.111822849999996),"10, Hofbilkstraat, 9940, Hofbilkstraat, Evergem, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7040176493204897 51.111822849999996),"10, Hofbilkstraat, 9940, Hofbilkstraat, Evergem, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7040176493204897 51.111822849999996),"10, Hofbilkstraat, 9940, Hofbilkstraat, Evergem, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.3017983910806805 51.03780115),"87, Achterheide, 1840, Achterheide, Londerzeel, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3017983910806805 51.03780115),"87, Achterheide, 1840, Achterheide, Londerzeel, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3017983910806805 51.03780115),"87, Achterheide, 1840, Achterheide, Londerzeel, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3017983910806805 51.03780115),"87, Achterheide, 1840, Achterheide, Londerzeel, Vlaams-Brabant, België / Belgique / Belgien"
POINT (3.232462721747573 51.22008855),"98, Potterierei, 8000, Potterierei, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.3109342 49.6979786),"Place Albert Ier, 6820, Florenville, Luxembourg, België / Belgique / Belgien"
POINT (4.366382352465508 50.8672323),"Église Saint-Nicolas - Sint-Nikolaaskerk, 181, Rue des Palais - Paleizenstraat, 1030, Rue des Palais - Paleizenstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.7342936 50.8502022),"27b, Interleuvenlaan, 3001, Interleuvenlaan, Heverlee, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.5212072 50.8853449),"Arthur De Coninckstraat, 3070, Kortenberg, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3673787 50.8532266),"INAMI - RIZIV, 5/1, Avenue Galilée - Galileelaan, 1000, Avenue Galilée - Galileelaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.655069190174514 50.90577785),"Begraafplaats Zingem, 9750, België / Belgique / Belgien"
POINT (4.955193677137249 51.2399433),"Brandweer Kasterlee, 4, Lichtaartsebaan, 2460, Lichtaartsebaan, Kasterlee, Antwerpen, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.140599 50.9977129),"124, Koning Albert I-straat, 9280, Koning Albert I-straat, Lebbeke, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.539479849437907 50.9947093),"Energyville, 8310, Thor Park, 3600, Thor Park, Genk, Limburg, België / Belgique / Belgien"
POINT (4.474592089954323 51.028768850000006),"Scheppersinstituut, 16, Melaan, 2800, Melaan, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (5.537507297305039 51.133151999999995),"45, Heikantstraat, 3670, Heikantstraat, Oudsbergen, Limburg, België / Belgique / Belgien"
POINT (4.951935256986369 51.319919150000004),"Nationaal Museum van de Speelkaart, 18, Druivenstraat, 2300, Druivenstraat, Turnhout, Antwerpen, België / Belgique / Belgien"
POINT (4.609440303150084 51.091641800000005),"38, Mechelbaan, 2500, Mechelbaan, Lier, Antwerpen, België / Belgique / Belgien"
POINT (4.3773693 50.8404516),"European Economic and Social Committee, 99-101, Rue Belliard - Belliardstraat, 1040, Rue Belliard - Belliardstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.554356423968656 50.1713875),"15, Rue du Flochai, 6980, Rue du Flochai, Beausaint, Luxembourg, België / Belgique / Belgien"
POINT (4.204661391237114 50.4668167),"1, Place de Haine-Saint-Paul, 7100, Place de Haine-Saint-Paul, Haine-Saint-Paul, Hainaut, België / Belgique / Belgien"
POINT (5.809618198589407 49.69284285),"15, Rue du Wäschbour, 6700, Rue du Wäschbour, Arlon, Luxembourg, België / Belgique / Belgien"
POINT (5.801993595180878 49.67763985),"4, Rue des Violettes, 6700, Rue des Violettes, Arlon, Luxembourg, België / Belgique / Belgien"
POINT (3.592710282687204 50.5064707),"EAFC Peruwelz, 40, Boulevard Léopold III, 7600, Boulevard Léopold III, Péruwelz, Hainaut, België / Belgique / Belgien"
POINT (3.592710282687204 50.5064707),"EAFC Peruwelz, 40, Boulevard Léopold III, 7600, Boulevard Léopold III, Péruwelz, Hainaut, België / Belgique / Belgien"
POINT (5.742127902211832 51.144535149999996),"1, Neeroetersesteenweg, 3640, Neeroetersesteenweg, Kinrooi, Limburg, België / Belgique / Belgien"
POINT (5.7314858 51.1493274),"Kampstraat, 3640, Kinrooi, Limburg, België / Belgique / Belgien"
POINT (5.803466640388822 51.16055415),"Kasteel Borgitter, 20, Kasteelstraat, 3640, Kasteelstraat, Kinrooi, Limburg, België / Belgique / Belgien"
POINT (4.411521094883891 51.197079200000005),"Basiliek van het Heilig Hart, 12, De Merodelei, 2600, De Merodelei, Berchem, Antwerpen, België / Belgique / Belgien"
POINT (3.6261942955401145 50.75856415),"113, Savooistraat, 9600, Savooistraat, Ronse, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.7015165 50.8832155),"Vital Decosterstraat, 3000, Leuven, Vlaams-Brabant, België / Belgique / Belgien"
POINT (3.6676767 51.0199405),"Sint-Denijs-Westrem, 9051, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.480832412216401 50.7408548),"88, Avenue Ernest Solvay, 1310, Avenue Ernest Solvay, La Hulpe, Brabant wallon, België / Belgique / Belgien"
POINT (4.550493232025209 50.48169225),"225, Chaussée de Charleroi, 6220, Chaussée de Charleroi, Fleurus, Hainaut, België / Belgique / Belgien"
POINT (5.5948797 50.498776),"Rue Rodolphe Bernard, 4140, Sprimont, Liège, België / Belgique / Belgien"
POINT (5.660842404455785 50.504299599999996),"13, Place Joseph Wauters, 4140, Place Joseph Wauters, Sprimont, Liège, België / Belgique / Belgien"
POINT (5.21925555 50.814638),"Kantine St Truidense HS tSpeelhof, Industriezone Schurhovenveld, 3800, Industriezone Schurhovenveld, Sint-Truiden, Limburg, België / Belgique / Belgien"
POINT (4.4317861 51.2000721),"Berchem Station, Uitbreidingstraat, 2600, Uitbreidingstraat, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (3.9459888 50.9226391),"Erpe-Mere, 9420, Mere, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.4657482 50.8357283),"Avenue des Grands Prix - Grote Prijzenlaan, 1150, Woluwe-Saint-Pierre - Sint-Pieters-Woluwe, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3732198 50.8416699),"BEUC, 80, Rue d'Arlon - Aarlenstraat, 1040, Rue d'Arlon - Aarlenstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
