x,y
12.0133335,10.5131945
4.0656826,50.5771174
5.737994592222156,50.6124391
5.665886999165581,50.44114105
5.583379851103196,50.64334765
4.3362419,50.8356748
4.3569867,50.8454639
4.442448069989586,50.88091925
4.237607506668177,50.735932399999996
5.5764851,50.6462684
5.444553503381655,50.6520879
5.392018451789275,50.7080719
5.669613000785333,50.664541150000005
5.854066692108756,50.58320295
5.806504146550877,50.486707550000006
5.530146769042202,50.3979645
4.281579869269268,51.27084935
4.3309028,50.8629434
4.367462081755777,50.85274795
5.747468,50.5528066
5.6269425940230064,50.6325335
5.4323128,49.8398973
4.3269207880118925,50.149362249999996
4.4437879,50.8096144
5.0893974,51.0681628
2.740660063771186,51.1294216
5.5836149,50.6976633
5.1759902,50.8172129
5.3537032957567,49.9260766
4.4310742008016115,51.206861399999994
4.996673249846752,51.1531617
4.5495668,50.9413315
3.069825738780567,51.166715249999996
3.099124590917488,51.1830438
4.285825169274002,50.8218958
4.0391883,50.8239947
4.2824026788673875,50.887589750000004
4.4286923,50.8122156
4.9274466,50.4238878
5.551088938545655,50.577362050000005
4.387030204693245,51.149112
5.5830087,51.0420541
4.4223738943016375,50.81648865
4.2470189,50.4585416
4.3516713,50.9083929
3.19701661702454,51.214406499999996
4.83290390689059,51.05744905
4.344611658782506,50.69487735
5.43162774285647,51.2291585
4.21803330120132,50.5415875
5.55957896641609,50.60372365
5.0877229,51.0674546
3.527368539534888,50.984257150000005
4.9436645,50.8030135
4.3903633,50.3977949
4.976996850129503,50.74726135
4.3427924,50.1941164
4.6274774,50.6616919
4.2879054,51.2944794
4.5500805,50.4833834
4.5325972,50.4530257
5.061300063554217,50.9877147
3.272541574965201,50.8025829
5.6170293,50.6980274
5.7965467,49.5729453
4.586920741558798,50.695291850000004
4.538047140409152,50.456218899999996
5.604435,50.6658729
4.4893987,50.7313729
4.880828617784891,51.1496772
4.4271123,50.8372647
4.356571,50.8310052
5.606906086045271,50.889233450000006
4.299331312360593,50.6796333
5.7066471,50.4900656
4.4329972,51.1943524
5.8588671,50.4901458
3.852598047274,50.65025435
4.360758420752426,50.86036625
4.5279013,50.5665367
4.3551643,50.8557098
5.535287020452829,50.614505199999996
2.7663130353838197,51.12751335
4.5718993,51.2476531
4.555966479136188,51.23311295
4.5507411,51.2633424
4.267060827404615,51.0962504
5.679838635445655,50.754242250000004
5.2116869999999995,50.53433315
5.7323367,50.6359901
5.7568477,50.6363998
2.8695457260865247,51.03439365
5.695957,49.9980299
4.8714235890243875,50.466342749999995
4.1382245,50.6057582
3.3935198,50.6050902
5.2334632,50.5207924
5.8619912,50.5928203
4.4361958,50.2592973
4.363653424972298,50.84459495
4.4256732,50.8430448
4.6128839,50.6682012
4.3494172,50.8464291
4.50865559862522,51.008547
4.3736203,50.8449577
4.8762373,50.4616173
5.5845138582547165,49.720649699999996
4.823377,50.389973
6.103632341429688,50.411795999999995
4.028121306980588,50.845903
4.448313055177112,50.8438089
3.2168931,51.1958819
4.432701106542972,51.20016955
4.099482782200845,51.031456399999996
4.1029177,51.0179587
4.351763316696749,50.84652245
3.1245695061280037,50.9375403
4.830266,50.4578846
4.252491154882479,50.565943149999995
5.633924755525689,50.66574595
3.946221,50.4540422
3.0263655,51.1295864
4.4135153,50.9059631
3.825207048274781,50.48095985
4.3992554,50.7969497
4.411428378970917,50.87904265
5.9467266407376105,50.5607301
4.305946734473641,51.23670985
5.2564629,50.6980166
4.4280201,50.9364301
4.404783586505825,51.22096105
4.3204443961465735,51.2341134
5.5647184,50.5869522
4.262891,50.508327
4.3850225,50.0360851
4.1006547,50.6915623
3.8508058,50.7099814
3.8463619715574575,50.7016402
4.3071499,50.84367
4.305033945340606,50.8021112
4.495092833333321,51.230243200000004
3.6676767,51.0199405
5.5109892,50.983695
4.3785343,50.0299444
4.810384258271604,50.457552
4.288085343126602,50.8102404
4.566456402181457,50.982975350000004
5.722306,50.0054968
4.4317861,51.2000721
4.870493896218496,50.643978950000005
4.3566377,50.5073345
4.3688609,50.8484449
4.3867762,51.2207883
4.331639450000008,51.049403999999996
4.801479014772076,50.48589915
4.458468866082796,50.888866050000004
5.1794086,49.8117577
4.4204571,50.8134379
3.769885452325581,51.099526
4.3942577,51.1700864
4.375086257109631,51.157559250000006
4.486746294441145,51.195158649999996
4.537821777907236,51.0261294
4.425500474644579,51.1863956
4.217094299707259,51.3082097
3.6995692029508116,51.03960105
4.805161901574277,50.62527085
4.6632648,50.4513053
3.43531843503616,50.8863895
5.550241954357395,50.64655445
5.6028094,50.633441
5.470480046761541,50.79912575
2.9104220703935586,51.225443600000006
3.225259032050575,51.2089199
4.30740126833895,50.9034065
5.497303266055272,50.87913405
3.3127014,50.9999245
3.2601459604545457,51.2138474
3.4038085,50.9059283
4.4731571,51.0060433
5.343596617990043,50.235120050000006
3.345135,50.6273631
5.633413973287242,50.674787050000006
5.4837791021056645,50.60414055
6.0084131343462275,50.420127199999996
4.4373151,50.4612795
4.200514504647959,50.46189765
4.6041089,50.7120704
4.0691915,50.5732355
4.8809499,50.4111217
5.5468083,50.5615214
3.934220800359217,50.456579700000006
4.410911007165945,50.68880455
4.4031975,50.7097656
3.2033306,50.7370333
4.3487828,50.833342
4.4257772,50.8442261
4.3936835,50.8021135
5.16623141178647,51.05775145
4.474726672911333,51.02255085
5.6815217,50.6171485
4.4757678,51.1467639
5.989708263501154,50.742257699999996
4.4637546,51.3644452
5.3792715,49.9202357
5.5842551,50.6123512
5.9524522,50.6740941
5.4289335,50.6542697
4.862432947639433,50.46920475
4.433026,50.8337236
3.3978611,50.605368
4.4452666,50.8899608
5.268060150000002,49.8364656
5.661797971085553,50.70955575
5.813612981875,50.5600806
4.3386925,50.8358304
4.426744169870095,51.1980735
3.563836873656809,51.18668065
3.5665965,51.1844827
3.616071067391143,51.0021716
4.841023054629632,50.461518600000005
4.4299443,50.2546446
3.464363,50.7090616
5.5248932,49.557691
5.5314544,49.5646234
4.4462406,51.2128453
5.3364748,50.9241422
4.5524804,50.7262029
4.5151481,50.7255373
5.2882998,50.47948
4.428977163575533,50.25373265
5.256207456527326,49.8535979
3.84146039345117,50.9889187
5.067174630125265,49.793422
4.758497452048648,50.43777975
5.9725361,50.6277592
3.6283262391286466,50.7034952
5.096434352131202,50.28999635
5.095931678827519,50.29079525
3.887284565998979,50.44821185
2.8817305606455634,50.8510223
3.2336993161909486,51.20870255
4.8709346,50.4663415
4.4617913,50.8931764
4.3549198,50.84625
5.5969567,50.67179
4.365492310264104,50.8389576
5.5761615,50.6407595
5.7994748,49.5634996
5.6408834,49.9348435
4.2641163,50.5076607
3.6188163,50.5050542
5.4558675,50.2592253
5.3188097,50.1836731
3.2072586,51.184691
5.328712632499999,50.93203765
3.8630107738253683,50.92023915
4.2597097,51.2086297
4.7006352091500005,50.87525515
5.5957830346763755,50.4505542
5.50640940276587,50.64450755
5.7541176,50.5929121
5.538540586171582,50.5951971
5.5376342,50.6316662
5.770194283132214,50.6477404
3.9605606,50.4276238
4.453727531618965,50.3236969
5.7272384,50.7142065
4.621428,50.4184265
4.456014151783768,50.85099835
5.8564128,50.5614916
5.8736661,50.5950518
4.6376373,50.4448139
5.9381467,50.3959899
5.959169804185024,50.694563099999996
5.8126173,50.646162
4.397610640986278,50.9107283
4.3975459,50.9101024
5.482533095358412,50.63559965
5.647249616958231,50.7118741
5.4311459,49.6337149
4.0072593,50.4698406
3.9404507,50.4834083
3.9536052,50.4932609
4.377105734318194,50.89244395
3.6864211,50.4778758
5.850613446923896,50.266318150000004
4.7075366,50.4585134
5.5340256,49.8013795
5.53046925,49.5704975
3.9455512,50.4403132
3.8803353,50.4489174
4.0462393,50.461156
3.9598931,50.4600191
5.2124469,49.9693279
5.976051243782964,50.65489195
4.516827599999998,51.0090764
2.9510072032547985,50.7922107
